CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,47.03
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,22.49
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,31.35
151.0,0.0,184.0,167.0,12.0,991.0,675.0,28,23.74
273.0,116.0,86.0,194.0,6.0,914.0,680.0,28,50.24
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,90,37.23
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,17.95
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,15.82
168.0,0.0,163.8,121.8,5.7,1058.7,780.1,28,55.64
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,7.51
182.0,45.2,122.0,179.6,8.0,1059.4,780.7,100,61.86
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,365,43.58
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,28.8
387.0,20.0,0.0,183.8,0.0,938.2,845.0,7,12.47
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,24.54
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,66.95
151.6,0.0,111.9,184.4,17.9,992.0,815.9,28,35.96
359.0,19.0,141.0,206.0,1.7,1012.0,801.0,56,51.02
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,40.57
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,49.99
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,28.47
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,40.06
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,46.64
236.0,0.0,0.0,194.0,0.0,968.0,804.0,3,7.32
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,14.59
239.6,0.0,0.0,185.7,0.0,941.6,664.3,28,19.69
387.0,20.0,94.0,157.0,23.4,938.0,845.0,56,56.14
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,50.95
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,37.26
259.9,99.9,77.0,195.2,6.6,919.7,749.1,56,43.58
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,49.19
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,23.64
322.1,0.0,0.0,181.1,8.0,867.2,824.0,28,13.46
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,4.57
159.0,209.0,0.0,193.0,9.0,1047.0,697.0,28,39.42
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,13.29
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,38.6
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,38.89
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,19.69
249.1,0.0,98.8,158.1,12.3,987.8,889.0,14,23.79
198.6,132.4,0.0,192.0,0.0,978.4,825.5,100,50.08
376.0,111.0,0.0,195.0,3.0,1035.0,762.0,28,60.28
275.1,0.0,100.4,170.2,8.7,961.2,856.4,3,12.18
203.5,120.5,0.0,203.5,0.0,958.2,800.1,28,33.21
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,42.13
288.0,121.0,0.0,177.0,3.0,908.0,829.0,28,47.1
214.9,54.6,121.9,162.1,9.6,1014.3,780.1,56,44.28
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,32.92
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,54.1
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,46.24
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,24.48
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,12.47
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,33.31
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,6.9
255.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,45.9
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,40.15
154.0,0.0,0.0,176.0,9.0,877.0,868.0,28,25.18
251.8,0.0,99.9,146.1,2.2,1006.0,899.8,56,44.39
251.4,118.8,98.8,192.9,5.8,987.8,889.0,28,23.52
158.8,0.0,0.0,185.7,0.0,1023.3,724.3,28,43.7
277.0,0.0,0.0,191.0,0.0,968.0,856.0,365,37.23
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,23.52
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,67.7
154.4,184.0,0.0,193.0,7.0,965.4,754.3,28,33.3
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,41.89
173.0,116.0,0.0,192.0,3.0,935.4,764.3,28,28.02
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.3
252.3,0.0,98.8,146.3,12.8,987.8,889.0,56,62.5
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,50.46
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,71.62
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,33.8
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,15.52
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,91,74.19
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,34.57
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,25.97
165.0,128.5,143.6,163.8,0.0,1005.6,905.9,3,12.18
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,31.35
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,55.55
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,44.09
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,39.42
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,61.89
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28,30.96
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,74.99
356.0,0.0,142.0,194.0,11.0,801.0,778.0,28,38.5
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,27.68
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,16.88
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,37.81
198.6,137.2,0.0,192.0,0.0,970.4,840.5,28,73.7
290.4,0.0,0.0,195.2,3.1,859.2,827.6,28,47.4
167.0,75.4,167.0,164.0,13.6,1007.3,770.1,14,33.12
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,43.25
295.8,0.0,0.0,185.7,0.0,1076.2,769.3,7,28.47
382.0,0.0,0.0,192.0,0.0,1047.0,758.0,90,40.93
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,54.32
132.0,207.0,161.0,179.0,5.5,867.0,736.0,28,43.57
159.0,212.0,0.0,203.0,12.0,972.0,641.0,28,33.96
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,37.81
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,32.92
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,26.2
148.0,0.0,0.0,178.0,11.0,1002.0,830.0,28,22.14
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,13.33
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,22.9
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,21.91
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,39.94
385.0,0.0,0.0,186.0,0.0,966.0,763.0,270,51.72
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,16.89
446.0,20.0,79.0,162.0,8.9,967.0,712.0,7,23.35
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,33.05
322.0,0.0,0.0,192.0,0.0,1000.0,821.0,90,74.17
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,50.73
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,23.52
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,54.6
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,33.3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,54.9
261.0,100.0,78.0,171.0,7.0,936.0,763.0,100,48.97
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,50.94
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,9.62
382.0,0.0,0.0,186.0,0.0,1104.0,744.0,28,35.17
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,22.84
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,19.54
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,39.38
168.0,42.2,163.8,121.8,5.7,1058.7,780.7,14,25.18
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,14.59
284.0,15.0,0.0,179.0,10.0,940.0,662.0,28,23.74
540.0,0.0,0.0,173.0,0.0,1000.0,613.0,28,37.34
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,39.23
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,19.42
198.6,132.4,0.0,192.0,0.0,978.4,825.5,270,55.5
212.5,0.0,0.0,159.3,8.7,1003.8,903.8,3,12.54
540.0,0.0,0.0,173.0,9.0,1125.0,613.0,90,26.23
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,24.85
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,23.69
382.5,0.0,0.0,185.7,0.0,1040.6,734.3,28,55.64
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,29.87
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,47.4
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,26.91
277.0,0.0,87.0,193.0,7.0,968.0,812.0,28,27.23
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,65.2
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,29.59
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,13.2
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,31.35
255.0,0.0,0.0,192.0,0.0,887.0,942.0,7,19.42
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,23.89
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,21.5
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,74.7
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,32.9
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,32.9
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,37.34
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,32.92
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,35.23
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,39.6
374.3,189.2,0.0,170.1,10.1,926.1,756.7,56,72.3
307.0,0.0,0.0,193.0,0.0,968.0,812.0,7,18.02
331.0,0.0,0.0,192.0,8.0,1021.0,821.0,28,56.85
491.0,26.0,123.0,200.0,12.8,824.0,699.0,56,33.08
225.0,0.0,0.0,184.0,0.0,1113.0,833.0,28,33.96
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,23.35
376.0,93.4,0.0,162.6,11.5,955.8,662.9,28,39.61
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,38.63
326.5,0.0,112.6,193.3,8.1,877.2,824.0,28,21.6
375.0,93.8,0.0,126.6,11.6,946.8,852.1,3,16.26
382.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,46.68
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,44.21
322.2,0.0,0.0,203.5,0.0,959.2,800.0,3,12.18
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.17
277.0,0.0,0.0,191.0,4.0,968.0,856.0,180,35.87
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.77
425.0,106.3,0.0,153.5,8.9,852.1,887.1,28,71.3
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.39
446.0,24.0,79.0,162.1,11.6,967.1,712.0,56,66.95
425.0,106.3,0.0,153.5,16.5,948.9,852.1,3,9.56
212.0,0.0,100.0,159.0,9.0,1003.0,903.0,28,41.72
166.8,250.0,0.0,203.5,0.0,975.6,692.6,90,32.33
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.27
183.9,122.6,0.0,203.5,0.0,959.2,800.1,7,11.41
446.0,24.0,79.0,162.0,11.6,967.0,712.0,91,79.99
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,33.69
304.0,0.0,0.0,196.0,0.0,959.0,705.0,14,30.44
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,30.28
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,15.36
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,30.12
500.1,0.0,0.0,200.0,0.0,1125.0,613.2,28,55.02
121.6,210.7,0.0,203.5,0.0,971.8,630.0,7,12.37
288.4,102.3,0.0,192.0,10.4,929.8,716.1,28,46.23
387.0,0.0,94.0,197.0,13.9,938.0,845.0,56,61.07
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,10.35
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,45.71
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,18.13
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,25.46
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.0
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,38.7
141.3,206.0,0.0,151.4,18.6,936.0,803.7,3,7.4
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,44.52
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,6.27
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,61.23
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,30.85
313.0,0.0,0.0,185.0,8.0,1046.0,689.0,28,36.35
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,33.73
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,56.85
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,32.24
272.8,119.7,81.2,178.5,7.0,824.3,692.6,28,17.24
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,47.71
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,7.68
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.74
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,51.26
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,26.31
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,10.35
190.3,190.3,0.0,185.7,0.0,1063.4,734.3,7,13.71
122.6,210.7,0.0,185.7,0.0,977.0,750.0,28,39.3
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,18.13
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,24.5
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,59.59
362.6,189.0,0.0,164.9,11.6,944.7,755.8,90,79.3
359.0,19.0,141.0,154.0,10.9,942.0,801.0,360,42.62
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,39.7
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,66.78
469.0,24.0,79.0,162.1,11.6,967.1,712.2,3,42.03
342.0,38.0,0.0,228.0,0.0,932.0,670.0,3,11.65
424.0,22.0,132.0,168.0,8.5,822.0,750.0,90,56.62
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,37.43
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,14,16.88
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,21.91
387.0,20.0,0.0,157.0,11.6,938.0,845.0,28,40.15
165.0,128.5,0.0,175.1,16.1,1005.8,746.6,56,56.7
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,23.22
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,52.3
296.0,0.0,0.0,192.0,0.0,1083.0,769.0,90,43.7
152.0,210.0,113.0,198.0,9.0,833.0,690.0,28,51.96
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,52.91
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,365,22.75
157.0,0.0,0.0,193.0,0.0,968.0,856.0,3,12.47
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,25.89
331.0,133.0,0.0,192.0,0.0,978.0,825.5,7,28.1
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,27.63
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,37.92
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,20.77
362.6,0.0,0.0,164.9,11.6,944.7,755.8,7,27.42
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,25.75
251.4,0.0,118.3,192.9,5.8,1026.6,754.3,3,13.2
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,4.57
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,28.63
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,38.41
272.8,0.0,0.0,186.7,0.0,1012.4,714.3,3,13.46
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,36.3
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,33.02
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,7.75
355.9,189.0,132.1,170.1,9.1,801.4,739.3,28,42.23
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,33.8
310.0,0.0,0.0,192.0,0.0,970.4,850.6,3,13.4
314.0,0.0,113.0,169.9,10.1,923.2,728.9,28,33.21
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,26.92
166.8,0.0,125.2,143.3,12.1,987.8,889.0,28,44.39
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,53.58
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,26.05
380.0,95.0,0.0,228.0,0.0,932.0,670.0,90,52.3
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,21.92
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,41.64
266.0,114.0,0.0,186.0,0.0,968.0,846.0,28,36.84
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,43.94
359.9,19.0,141.8,154.8,11.6,942.7,754.3,3,33.7
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,39.06
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,37.33
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,50.53
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,8.37
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,3,11.48
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,36.3
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,28.24
213.8,98.1,24.5,181.7,6.9,1065.8,785.6,100,39.23
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,33.7
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,55.6
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,32.05
355.9,189.0,0.0,171.5,8.9,955.1,859.2,7,43.38
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,27.22
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.04
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,16.26
166.0,260.0,0.0,181.4,12.6,859.0,827.0,56,35.76
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,21.97
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,47.4
491.0,26.0,123.0,210.0,3.9,882.0,699.0,90,41.16
333.0,0.0,0.0,192.0,0.0,889.9,849.0,28,20.42
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,23.22
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,46.24
212.6,0.0,100.4,159.4,7.8,1007.8,903.6,3,19.99
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,21.07
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,25.37
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.96
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.57
140.0,200.0,0.0,203.0,0.0,974.0,806.0,14,23.84
393.0,0.0,0.0,192.0,0.0,940.0,758.0,7,12.47
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,14,46.9
318.8,212.5,0.0,155.7,8.5,852.1,880.4,100,48.97
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,10.35
295.8,0.0,0.0,185.7,0.0,1069.2,754.3,56,79.3
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,54.9
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,37.4
313.3,262.2,0.0,175.5,8.8,1047.8,611.8,7,15.62
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,70.7
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,72.1
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,36.45
339.0,0.0,0.0,198.0,0.0,1125.0,783.0,28,32.63
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,32.4
425.0,153.5,0.0,153.5,16.5,852.1,992.6,3,32.4
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,59.89
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,7.75
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,47.81
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,14.4
333.0,0.0,90.0,186.0,13.9,967.0,871.0,28,24.89
194.7,0.0,100.5,170.2,9.5,998.0,709.5,28,53.52
475.0,0.0,0.0,173.8,2.6,1043.6,676.4,28,36.94
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,37.81
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,13.71
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,63.4
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,35.1
315.0,0.0,184.0,196.0,7.0,959.0,801.0,28,32.88
133.0,209.4,0.0,192.0,0.0,883.0,863.0,28,44.21
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,26.91
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,13.36
170.3,163.8,0.0,196.1,6.1,1026.6,756.7,28,29.07
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,51.33
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28,41.64
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,66.78
153.0,116.0,0.0,192.0,0.0,972.6,849.0,56,39.0
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,8.06
475.0,0.0,0.0,183.0,9.5,1044.0,662.0,28,67.8
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,24.07
190.3,0.0,125.2,162.1,7.8,1090.0,804.0,3,10.35
475.0,106.3,0.0,147.4,16.5,852.1,887.1,3,48.85
425.0,106.3,106.1,153.9,15.9,852.1,887.1,28,23.52
286.3,50.1,125.2,144.7,6.4,1003.8,903.8,28,38.21
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,45.08
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,12.25
359.0,359.0,0.0,185.0,0.0,941.0,661.0,3,19.2
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,71.3
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,19.35
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,25.02
362.6,0.0,0.0,164.9,11.6,944.7,755.8,28,29.55
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,31.54
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,15.57
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,39.59
255.0,143.0,89.0,169.0,6.0,1119.0,696.0,28,29.23
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,13.29
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,24.66
300.0,0.0,0.0,178.0,9.0,1000.0,822.0,28,21.26
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,37.43
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,66.7
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,26.26
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,55.2
190.3,0.0,125.2,159.4,9.9,1088.1,802.6,28,31.42
389.9,189.0,94.6,145.9,22.0,944.7,755.8,91,46.25
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,39.36
149.0,139.0,112.0,184.0,10.0,953.0,783.0,28,67.87
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,42.62
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,42.7
147.8,114.6,0.0,201.3,7.8,860.0,829.5,28,36.97
252.3,0.0,98.8,146.3,14.2,987.8,889.0,7,19.69
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,55.25
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,20.59
250.0,0.0,0.0,189.0,0.0,966.0,763.0,270,40.27
172.4,0.0,172.4,156.8,4.1,1006.3,856.4,56,36.3
323.7,147.2,0.0,183.8,10.2,943.1,659.9,28,68.3
427.5,47.5,0.0,228.0,28.2,932.0,594.0,91,78.8
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,15.34
339.0,0.0,0.0,197.0,0.0,968.0,783.0,56,80.2
238.1,0.0,0.0,186.7,7.0,949.9,847.0,100,52.2
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,33.4
296.0,0.0,0.0,192.0,0.0,935.4,781.2,28,24.54
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,29.0
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,37.91
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,21.06
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,43.58
349.0,0.0,0.0,192.0,0.0,1047.0,806.2,90,33.95
528.0,0.0,0.0,185.0,7.0,920.0,720.0,28,45.37
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,58.8
300.0,0.0,0.0,180.0,0.0,1069.0,775.0,28,27.53
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,21.5
305.0,0.0,0.0,185.0,0.0,1069.0,695.0,3,11.41
153.0,145.0,113.0,176.0,8.0,1047.0,696.0,28,29.59
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,16.28
342.0,0.0,0.0,228.0,0.0,932.0,670.0,365,53.52
284.0,119.7,0.0,168.1,6.4,895.2,785.5,28,7.84
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,37.4
401.8,94.7,0.0,137.8,11.3,852.1,887.1,28,34.77
212.6,0.0,124.8,180.3,7.8,1085.4,799.5,28,32.76
313.0,145.0,0.0,174.0,9.0,882.0,783.0,28,36.99
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,24.34
214.9,53.8,121.4,155.6,9.9,1014.3,780.6,28,33.01
307.0,190.0,0.0,194.0,0.0,1063.0,698.5,28,35.3
500.0,0.0,0.0,200.0,5.5,1125.0,613.0,28,48.79
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,50.24
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,49.25
236.9,98.1,71.5,246.9,6.0,852.9,695.4,28,46.9
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,9.73
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,31.42
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,61.24
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,31.38
148.1,116.0,106.1,209.7,8.1,878.8,847.0,28,46.39
250.0,0.0,0.0,191.0,0.0,1012.0,830.0,28,37.42
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,16.11
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,32.53
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,24.4
238.1,0.0,0.0,186.7,0.0,949.9,847.0,3,6.9
236.0,0.0,0.0,194.0,0.0,968.0,885.0,365,38.7
254.0,0.0,0.0,192.0,0.0,968.0,863.0,7,21.06
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,37.91
