city,state,zip,latitude,longitude,admission_rate,sat_verbal_midrange,sat_math_midrange,sat_writing_midrange,act_combined_midrange,act_english_midrange,act_math_midrange,act_writing_midrange,sat_total_average,undergrad_size,percent_white,percent_black,percent_hispanic,percent_asian,percent_part_time,average_cost_academic_year,average_cost_program_year,tuition_(instate),tuition_(out_of_state),spend_per_student,faculty_salary,percent_part_time_faculty,percent_pell_grant,completion_rate,predominant_degree,highest_degree,ownership,region,gender,carnegie_basic_classification,carnegie_undergraduate,carnegie_size,religious_affiliation,percent_female,agege24,faminc,mean_earnings_6_years,median_earnings_6_years,mean_earnings_10_years,median_earnings_10_years
Providence,RI,02918-0001,41.8441,-71.4379,0.5979,570.0,585.0,585.0,26.0,,,,1158.0,3969.0,0.7667,0.0411,0.0675,0.0118,0.0448,56184.0,,43245.0,43245.0,12232.0,9471.0,0.6226,0.1341,0.8504,Bachelors,Graduate,Private nonprofit,"New England (CT, ME, MA, NH, RI, VT)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, more selective, lower transfer-in","Medium 4-year, highly residential (3,000 to 9,999)",Roman Catholic,0.56999999284744,0.03999999910593,120179.81,46800.0,44100.0,67400.0,59600.0
Bothell,WA,98011-8205,47.76,-122.1911,,,,,,,,,,2177.0,0.5825,0.0161,0.0841,0.079,0.4309,14451.0,,3793.0,8982.0,4356.0,6420.0,0.2977,0.1619,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Suburban-serving Single Campus,Mixed part/full-time two-year,"Small 2-year (500 to 1,999)",,0.55000001192092,0.5,38619.74,34100.0,32200.0,,
South Jordan,UT,84095-3519,,,,,,,,,,,,130.0,0.9,0.0,0.0538,0.0231,0.0923,,18105.0,,,3497.0,,,0.4845,,Certificate,Certificate,Private for-profit,"Rocky Mountains (CO, ID,MT, UT, WY)",COED,,,,,,,,,,,
Pittsburgh,PA,15220,,,,,,,,,,,,35.0,0.4857,0.4857,0.0,0.0,0.2857,,,,,303.0,,,0.0,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,,,,,,,
Cleveland,OH,44106-1710,41.5092,-81.6095,0.6825,545.0,530.0,520.0,23.0,21.0,21.0,,1060.0,556.0,0.759,0.1025,0.045,0.0306,0.009000000000000001,50146.0,,36509.0,36509.0,14879.0,5439.0,0.3981,0.4424,0.5979,Bachelors,Bachelors,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,"Special Focus Institutions--Schools of art, music, and design",,,,0.56000000238418,0.10000000149011,81372.39,28800.0,25600.0,40800.0,32700.0
Kennesaw,GA,30144,34.0111,-84.5628,,,,,,,,,,188.0,0.1277,0.7819,0.0426,0.016,0.2872,,18387.0,,,6025.0,,,0.7536,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.93999999761581,0.51999998092651,30225.75,18400.0,16500.0,20900.0,17700.0
Cupey,PR,00928-1345,18.3867,-66.061,,,,,,,,,,11503.0,0.0,0.0,1.0,0.0,0.2009,14431.0,,5434.0,5434.0,3276.0,3988.0,1.0,0.8443,0.2491,Bachelors,Graduate,Private nonprofit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, inclusive","Large 4-year, primarily nonresidential (over 9,999)",,0.64999997615814,0.37999999523162,16082.56,18200.0,16000.0,23000.0,19800.0
Fairfield,IL,62837,38.3823,-88.3921,,,,,,,,,,446.0,0.9776,0.0022,0.0045,0.0022,0.5493,7073.0,,2954.0,10811.0,3827.0,6023.0,0.0531,0.1063,,Certificate,Associate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,Associate's--Public Rural-serving Large,Higher part-time two-year,"Small 2-year (500 to 1,999)",,0.73000001907348,0.56000000238418,24413.04,24500.0,19600.0,28000.0,22900.0
Wilmington,DE,19803,39.8165,-75.5489,,,,,,,,,,105.0,0.5905,0.2571,0.0476,0.0095,0.7333,24366.0,,13050.0,13050.0,14326.0,12489.0,0.314,0.2276,0.8,Bachelors,Graduate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Special Focus Institutions--Schools of law,,,,0.56999999284744,0.23000000417232,72258.59,46000.0,42900.0,55900.0,51700.0
Indianapolis,IN,46250,39.9054,-86.0641,,,,,,,,,,208.0,0.8558,0.0769,0.0048,0.0144,0.0,,19467.0,,,2192.0,,,0.3594,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,,,,
Miami Beach,FL,33139-5203,25.7799,-80.1408,,,,,,,,,,173.0,0.2543,0.0173,0.2717,0.0231,0.0,,,,,1451.0,,,0.1754,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Private For-profit,Higher full-time two-year,Very small 2-year (less than 500),,0.43999999761581,0.68999999761581,47450.28,67400.0,63800.0,80400.0,64700.0
Lincoln,NE,68526,40.7345,-96.5974,,,,,,,,,,114.0,0.9035,0.0175,0.0263,0.0088,0.0,,17856.0,,,1702.0,,,0.3724,,Certificate,Certificate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,,,,19400.0,18100.0,22000.0,18100.0
University,MS,38677-1848,34.3621,-89.5394,0.5936,540.0,545.0,,24.0,25.0,23.0,,1100.0,16432.0,0.7675,0.1559,0.0275,0.0158,0.0621,21526.0,,6760.0,17728.0,9350.0,8409.0,0.826,0.2975,0.5797,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Research Universities (high research activity),"Full-time four-year, selective, higher transfer-in","Large 4-year, primarily residential (over 9,999)",,0.56999999284744,0.20999999344348,68842.41,41600.0,33400.0,52700.0,40600.0
Northfield,MN,55057-4001,44.4623,-93.1547,0.2095,705.0,725.0,705.0,31.0,,,,1406.0,2023.0,0.6584,0.0351,0.0648,0.08800000000000001,0.0,58275.0,,46167.0,46167.0,26533.0,10669.0,0.9173,0.1231,0.9214,Bachelors,Bachelors,Private nonprofit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, more selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",,0.55000001192092,0.0,104347.16,38800.0,35100.0,56900.0,46100.0
Boca Raton,FL,33431,26.3912,-80.1083,0.9104,,,,,,,,,1184.0,0.6242,0.1385,0.1655,0.016,0.0,27322.0,,15400.0,15400.0,3681.0,2635.0,0.3761,0.5563,0.6197,Bachelors,Graduate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, inclusive","Very small 4-year, primarily nonresidential (less than 1,000,)",,0.51999998092651,0.79000002145767,44637.68,40000.0,34700.0,51800.0,41500.0
Guaynabo,PR,00966-2309,18.4029,-66.1111,,,,,,,,,,16339.0,0.0,0.0,1.0,0.0,0.0,,10167.0,,,1000.0,1766.0,0.4924,0.8859,,Certificate,Associate,Private for-profit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,,,,,0.56999999284744,0.37999999523162,8662.81,16400.0,13500.0,19800.0,16300.0
Seward,NE,68434-1556,40.9149,-97.0891,0.7152,500.0,535.0,,24.0,24.0,24.0,,1091.0,1185.0,0.8540000000000001,0.0363,0.0371,0.0051,0.0439,33226.0,,24750.0,24750.0,5404.0,6086.0,0.8625,0.2242,0.6364,Bachelors,Graduate,Private nonprofit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Master's Colleges and Universities (smaller programs),"Full-time four-year, selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",Lutheran Church - Missouri Synod,0.50999999046325,0.03999999910593,77896.81,32100.0,30500.0,38100.0,36600.0
Walla Walla,WA,99362,46.0714,-118.3302,0.5696,670.0,652.0,654.0,30.0,,,,1327.0,1525.0,0.7246,0.0125,0.0774,0.0643,0.0151,54865.0,,43500.0,43500.0,18262.0,8715.0,0.7552,0.10400000000000001,0.8775,Bachelors,Bachelors,Private nonprofit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, more selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",,0.54000002145767,0.00999999977648,106429.17,29200.0,25800.0,51900.0,43000.0
Renton,WA,98057,47.468999999999994,-122.2114,,,,,,,,,,889.0,0.5669,0.0832,0.1181,0.1575,0.0,,24302.0,,,2099.0,5140.0,0.3256,0.4605,,Certificate,Associate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Private For-profit,Higher full-time two-year,"Small 2-year (500 to 1,999)",,,,,26900.0,25500.0,29200.0,27600.0
Saint Louis,MO,63103-2097,38.6365,-90.2334,0.6443,585.0,615.0,,28.0,29.0,27.0,,1237.0,7961.0,0.6568,0.0688,0.0329,0.0823,0.1025,52413.0,,36726.0,36726.0,16641.0,10028.0,0.5867,0.1415,0.6974,Bachelors,Graduate,Private nonprofit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Research Universities (high research activity),"Full-time four-year, inclusive","Large 4-year, highly residential (over 9,999)",Roman Catholic,0.62000000476837,0.11999999731779,103272.02,45300.0,43400.0,60600.0,55200.0
Annandale,VA,22003,38.8321,-77.2098,,,,,,,,,,348.0,0.1466,0.4655,0.092,0.0661,0.2701,32004.0,,14704.0,14704.0,3218.0,4384.0,,0.6032,0.5532,Bachelors,Bachelors,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate/Associate's Colleges,"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Very small 4-year, primarily nonresidential (less than 1,000,)",,,,,28400.0,26300.0,38700.0,34200.0
Fort Collins,CO,80525,40.5684,-105.0924,,,,,,,,,,159.0,0.6478,0.044000000000000004,0.2704,0.0,0.0,24051.0,,17211.0,17211.0,4918.0,3500.0,0.0556,0.735,0.2659,Associate,Bachelors,Private nonprofit,"Rocky Mountains (CO, ID,MT, UT, WY)",COED,Special Focus Institutions--Other health professions schools,,,,,,,22000.0,20700.0,32000.0,28800.0
Ravenna,OH,44266,41.1809,-81.2501,,,,,,,,,,356.0,0.8315,0.1236,0.0197,0.0056,0.25,25172.0,,13174.0,13174.0,4391.0,4939.0,1.0,0.8765,,Certificate,Associate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Associate's--Private For-profit,Higher full-time two-year,"Small 2-year (500 to 1,999)",,0.81999999284744,0.51999998092651,34346.41,21300.0,20400.0,25100.0,22100.0
Indianapolis,IN,46240,39.9097,-86.1281,0.8889,,,,,,,,,40.0,0.65,0.3,0.0,0.0,0.0,18900.0,,15000.0,15000.0,6326.0,,,0.875,,Certificate,Certificate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,0.93000000715255,0.76999998092651,39457.52,34500.0,36600.0,,
Monroe,MI,48161-9746,41.9162,-83.4703,,,,,,,,,,2285.0,0.7611,0.0442,0.0276,0.0079,0.6354,7479.0,,3190.0,5710.0,6175.0,8794.0,0.2642,0.3736,,Associate,Associate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,Associate's--Public Suburban-serving Single Campus,Mixed part/full-time two-year,"Medium 2-year (2000 to 4,999)",,0.6700000166893,0.4699999988079,34903.67,26500.0,23200.0,31200.0,26400.0
Elmira,NY,14903,42.1922,-77.1362,0.4676,,,,,,,,,96.0,0.9688,0.0208,0.0104,0.0,0.2083,,12872.0,,,3903.0,,,0.8,,Certificate,Certificate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.94999998807907,0.72000002861022,34702.53,24800.0,25600.0,32800.0,34300.0
Fresno,CA,93702-4709,36.7253,-119.73200000000001,0.7844,495.0,495.0,489.0,20.0,19.0,20.0,,979.0,2496.0,0.3842,0.0525,0.4058,0.0405,0.145,33973.0,,25716.0,25716.0,5520.0,6562.0,0.8403,0.5761,0.5412,Bachelors,Graduate,Private nonprofit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Master's Colleges and Universities (medium programs),"Full-time four-year, inclusive","Small 4-year, primarily residential (1,000 to 2,999)",Mennonite Brethren Church,0.68999999761581,0.40000000596046,56054.12,33800.0,30900.0,41600.0,39700.0
Worcester,MA,01602-2597,42.2675,-71.844,0.6062,500.0,515.0,495.0,22.0,22.0,22.0,,1016.0,5033.0,0.7409,0.059000000000000004,0.0789,0.0358,0.1866,18494.0,,8157.0,14237.0,6536.0,8356.0,1.0,0.271,0.4882,Bachelors,Graduate,Public,"New England (CT, ME, MA, NH, RI, VT)",COED,Master's Colleges and Universities (medium programs),"Full-time four-year, selective, higher transfer-in","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.60000002384185,0.17000000178813,71596.51,36800.0,34500.0,46500.0,43700.0
Guayama,PR,784,17.9904,-66.1125,,,,,,,,,,275.0,0.0,0.0,1.0,0.0,0.0,,8478.0,,,40.0,,,1.0,,Certificate,Certificate,Private for-profit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,,,,,0.75,0.40999999642372,6707.43,14900.0,9300.0,15000.0,12900.0
Oakland,CA,94612-2801,37.8048,-122.2697,,,,,,,,,,97.0,0.3918,0.0722,0.0309,0.1134,0.4227,20725.0,,10105.0,10105.0,3879.0,3325.0,,0.3684,0.7576,Associate,Graduate,Private nonprofit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Master's Colleges and Universities (smaller programs),"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Very small 4-year, primarily nonresidential (less than 1,000,)",,0.79000002145767,0.68000000715255,67680.95,,,,
Wharton,TX,77488,29.3243,-96.0852,,,,,,,,,,6164.0,0.3872,0.1218,0.3735,0.1004,0.5456,8520.0,,2112.0,4104.0,3673.0,5828.0,0.5031,0.2741,,Associate,Associate,Public,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Public Rural-serving Large,Mixed part/full-time two-year,"Medium 2-year (2000 to 4,999)",,0.64999997615814,0.30000001192092,38375.53,31400.0,27900.0,39400.0,34300.0
Harriman,TN,37748-5849,35.9627,-84.5263,,,,,,,,,,250.0,0.848,0.02,0.0,0.008,0.092,,14538.0,,,4205.0,,,0.4866,,Certificate,Certificate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.56999999284744,0.66000002622604,18169.35,24700.0,22800.0,27500.0,26600.0
Exton,PA,19341-1310,40.0578,-75.6444,,,,,,,,,,354.0,0.7034,0.096,0.1695,0.0141,0.1299,,17886.0,,,5853.0,,,0.6031,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.02999999932944,0.17000000178813,69254.08,34100.0,33500.0,44000.0,43400.0
Flowood,MS,39232-8205,32.3401,-90.0777,,,,,,,,,,66.0,0.0606,0.7121,0.0,0.0152,0.0,22994.0,,10240.0,10240.0,3355.0,1259.0,,0.8409,,Bachelors,Bachelors,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,44300.0,38200.0,60500.0,53400.0
Stone Mountain,GA,30083-3254,33.8018,-84.2052,,,,,,,,,,68.0,0.0,0.9265,0.0147,0.0,0.0,,16424.0,,,4964.0,,,0.8084,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.82999998331069,0.66000002622604,16325.1,19000.0,16500.0,21900.0,16900.0
Lincoln,IL,62656-2111,40.1489,-89.3458,0.6875,445.0,380.0,391.0,22.0,22.0,21.0,,996.0,613.0,0.8026,0.0995,0.0408,0.0212,0.1794,25309.0,,16050.0,16050.0,5975.0,5114.0,0.8868,0.5156,0.4667,Bachelors,Graduate,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,"Special Focus Institutions--Theological seminaries, Bible colleges, and other faith-related institutions",,,Christian Churches and Churches of Christ,0.47999998927116,0.23999999463558,60105.48,29100.0,24600.0,32600.0,29300.0
Saint Clairsville,OH,43950,40.0771,-80.9667,,,,,,,,,,1179.0,0.9415,0.0254,0.0051,0.0025,0.4063,8948.0,,3452.0,5876.0,3319.0,4817.0,0.2258,0.6646,,Associate,Associate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,Associate's--Public Rural-serving Medium,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.62000000476837,0.44999998807907,32486.62,29900.0,22600.0,31900.0,25700.0
Winston Salem,NC,27103-5197,36.0685,-80.2722,,,,,,,,,,8642.0,0.5653,0.3072,0.0672,0.0142,0.5058,10733.0,,1962.0,6546.0,5454.0,4777.0,0.2405,0.5068,,Associate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Urban-serving Single Campus,Mixed part/full-time two-year,"Large 2-year ( 5000 to 9,999)",,0.75,0.57999998331069,19628.7,23400.0,20800.0,28100.0,25700.0
Montgomery,WV,25136,38.1804,-81.3235,,,,,,,,,,697.0,0.9412,0.0359,0.0029,0.0014,0.396,8372.0,,4010.0,8950.0,5190.0,6001.0,0.5714,0.2533,,Associate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Suburban-serving Single Campus,Mixed part/full-time two-year,"Small 2-year (500 to 1,999)",,0.46000000834465,0.23999999463558,44064.53,,,,
Waterbury,CT,6706,41.5496,-73.0359,,,,,,,,,,117.0,0.6581,0.1197,0.188,0.0342,0.0,,30596.0,,,6862.0,,,0.5957,,Certificate,Certificate,Private for-profit,"New England (CT, ME, MA, NH, RI, VT)",COED,,,,,0.00999999977648,0.6700000166893,50243.67,43100.0,38200.0,48900.0,49100.0
Lynchburg,VA,24502-2652,37.4043,-79.1713,,,,,,,,,,80.0,0.65,0.35,0.0,0.0,0.0,,17521.0,,,3397.0,,,0.8302,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.94999998807907,0.43000000715255,31324.05,,,,
Miami,FL,33126,25.7718,-80.2666,,,,,,,,,,507.0,0.0059,0.1696,0.8185,0.0,0.0,,25705.0,,,1045.0,3777.0,0.64,0.8513,,Certificate,Associate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,,,,
Houston,TX,77090,29.9945,-95.4264,0.9424,,,,,,,,,650.0,0.3092,0.32,0.2969,0.02,0.1154,26516.0,,18048.0,18048.0,3300.0,5472.0,0.0784,0.7316,0.5844,Associate,Bachelors,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Private For-profit,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.30000001192092,0.55000001192092,38528.87,33700.0,30300.0,42300.0,38400.0
Arlington,TX,76011,32.7532,-97.06200000000001,,,,,,,,,,54.0,0.3889,0.6111,0.0,0.0,0.0,,15380.0,,,2997.0,,,0.5889,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,0.31000000238418,0.72000002861022,26908.61,23100.0,21200.0,28200.0,26000.0
Monaca,PA,15061-2764,40.6783,-80.2962,0.8731,475.0,480.0,445.0,20.0,21.0,19.0,7.0,955.0,636.0,0.7343,0.1179,0.0472,0.0283,0.0362,22942.0,,13470.0,20076.0,5449.0,7453.0,0.6,0.365,0.4333,Bachelors,Bachelors,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, inclusive","Very small 4-year, primarily nonresidential (less than 1,000,)",,0.47999998927116,0.10999999940395,81964.64,40500.0,37100.0,53500.0,47500.0
Towson,MD,21204-9840,39.4033,-76.6046,,,,,,,,,,748.0,0.2754,0.6698,0.0201,0.0013,0.0,,20841.0,,,3205.0,,,0.6709999999999999,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.87000000476837,0.58999997377395,25740.57,23600.0,23200.0,28000.0,27500.0
New York,NY,10016,40.7485,-73.9836,,,,,,,,,,1112.0,0.4155,0.3094,0.2149,0.0603,0.7365,,,,,38022.0,10041.0,0.4525,0.2542,,Bachelors,Graduate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Research Universities (very high research activity),Higher part-time four-year,"Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.6700000166893,0.9200000166893,29852.01,43200.0,41500.0,,
Des Moines,IA,50322-3203,41.6246,-93.7123,,,,,,,,,,150.0,0.72,0.1467,0.08,0.02,0.0,,15053.0,,,4056.0,,,0.5481,,Certificate,Certificate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,0.94999998807907,0.40000000596046,45179.29,17300.0,16000.0,21700.0,17900.0
Spring Hill,FL,34606,27.8843,-82.7292,,,,,,,,,,228.0,0.5439,0.1009,0.1579,0.0044,0.0,22795.0,,9925.0,9925.0,3678.0,1603.0,0.2143,0.8051,,Certificate,Associate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.88999998569488,0.89999997615814,30738.71,25700.0,24800.0,,
Bayamon,PR,959,18.3988,-66.1557,,,,,,,,,,147.0,0.0,0.0,1.0,0.0,0.0,8971.0,,6445.0,6445.0,1290.0,,,0.9439,,Certificate,Certificate,Private for-profit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,,,,,0.89999997615814,0.69999998807907,5442.46,12800.0,11600.0,,
Atlanta,GA,30303-1736,,,,,,,,,,,,218.0,0.2202,0.7156,0.0367,0.0046,0.0367,,26482.0,,,7726.0,3496.0,,0.3765,,Certificate,Associate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,,,,
Carrollton,GA,30118-0001,33.5744,-85.09899999999999,0.5385,480.0,470.0,465.0,20.0,20.0,19.0,,950.0,9777.0,0.5436,0.3487,0.0428,0.0095,0.1519,18879.0,,5837.0,15903.0,6178.0,5787.0,0.8225,0.4763,0.4287,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, higher transfer-in","Medium 4-year, primarily residential (3,000 to 9,999)",,0.62000000476837,0.20000000298023,62503.86,31800.0,29700.0,39400.0,36900.0
Arlington,TX,76011,32.7602,-97.1069,0.9121,,,,,,,,,612.0,0.3873,0.3121,0.2435,0.0114,0.1863,27612.0,,18048.0,18048.0,3524.0,4342.0,0.0667,0.6527,0.3409,Associate,Bachelors,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Private For-profit,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.15000000596046,0.4699999988079,34449.33,33700.0,30300.0,42300.0,38400.0
Fayetteville,AR,72701,36.0615,-94.1782,0.5858,550.0,575.0,,26.0,26.0,25.0,,1156.0,20776.0,0.7874,0.0492,0.0644,0.0237,0.1117,19917.0,,7818.0,19074.0,8349.0,8902.0,0.8663,0.2427,0.601,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Research Universities (very high research activity),"Full-time four-year, more selective, higher transfer-in","Large 4-year, primarily residential (over 9,999)",,0.51999998092651,0.15999999642372,68151.74,38600.0,34500.0,49200.0,43600.0
Normal,IL,61761,40.5103,-88.9603,,,,,,,,,,131.0,0.9237,0.0382,0.0382,0.0,0.2214,,21049.0,,,3982.0,,,0.3403,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,,,,
Boca Raton,FL,33431-0991,26.3725,-80.1023,0.4773,520.0,525.0,515.0,22.0,22.0,22.0,7.0,1039.0,24685.0,0.4638,0.1871,0.2488,0.0393,0.3694,19131.0,,4790.0,17234.0,6131.0,7962.0,0.6812,0.3999,0.4105,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Research Universities (high research activity),"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Large 4-year, primarily nonresidential (over 9,999)",,0.62999999523162,0.33000001311302,46536.36,36000.0,33800.0,46900.0,41400.0
Slippery Rock,PA,16057-1383,41.0608,-80.0518,0.6698,495.0,510.0,485.0,21.0,21.0,21.0,7.0,1002.0,7544.0,0.862,0.0516,0.0213,0.005,0.0665,21303.0,,9027.0,12529.0,7194.0,9336.0,0.8684,0.322,0.6262,Bachelors,Graduate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, higher transfer-in","Medium 4-year, primarily residential (3,000 to 9,999)",,0.55000001192092,0.07000000029802,69273.37,32600.0,31100.0,40600.0,39000.0
Brookfield,WI,53005,43.0269,-88.1137,,,,,,,,,,286.0,0.4545,0.3741,0.0979,0.013999999999999999,0.0,29375.0,,14031.0,14031.0,1872.0,3656.0,0.6,0.7066,,Certificate,Associate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Associate's--Private For-profit,Higher full-time two-year,Very small 2-year (less than 500),,,,,21500.0,20500.0,22500.0,21500.0
Glen Dale,WV,26038,39.9462,-80.7532,0.4091,,,,,,,,,36.0,1.0,0.0,0.0,0.0,0.0,,6177.0,,,13166.0,,,0.6757,,Certificate,Certificate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.95999997854232,0.81000000238418,35156.22,,,,
Groton,CT,6340,41.3471,-72.0426,,,,,,,,,,157.0,0.6433,0.0701,0.0764,0.0127,0.8599,,35405.0,,,7491.0,,,0.4585,,Certificate,Certificate,Private for-profit,"New England (CT, ME, MA, NH, RI, VT)",COED,,,,,0.80000001192092,0.75999999046325,58841.09,32700.0,27800.0,34500.0,27300.0
Tulsa,OK,74132-4008,36.0336,-95.9826,,,,,,,,,,694.0,0.6499,0.0994,0.1066,0.0432,0.7954,,12647.0,,,8737.0,,,0.1341,,Certificate,Certificate,Public,"Southwest (AZ, NM, OK, TX)",COED,,,,,0.66000002622604,0.68999999761581,15867.28,28700.0,27500.0,40500.0,39200.0
Bakersfield,CA,93301,35.3855,-119.0231,,,,,,,,,,411.0,0.3771,0.0827,0.4769,0.0146,0.0,,19003.0,,,2050.0,,,0.6266,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,18100.0,16400.0,19300.0,16100.0
Pine Bluff,AR,71603,34.2098,-92.0247,,,,,,,,,,1415.0,0.3618,0.617,0.0099,0.0057,0.4212,9672.0,,2980.0,5440.0,5034.0,3843.0,0.3909,0.5864,,Certificate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Medium,Mixed part/full-time two-year,"Small 2-year (500 to 1,999)",,0.75,0.54000002145767,21352.65,23300.0,21200.0,29500.0,26700.0
Milwaukee,WI,53214-1373,,,,,,,,,,,,128.0,0.1953,0.6797,0.0859,0.0078,0.9609,,,,,1329.0,7402.0,,0.8824,,Bachelors,Graduate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,,,,
