checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
b'no checking',48.0,b'critical/other existing credit',b'new car',10127.0,b'500<=X<1000',b'1<=X<4',2.0,b'male single',b'none',2.0,b'no known property',44.0,b'bank',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',21.0,b'existing paid',b'furniture/equipment',3599.0,b'<100',b'4<=X<7',1.0,b'female div/dep/mar',b'none',4.0,b'car',26.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',27.0,b'critical/other existing credit',b'radio/tv',2520.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',23.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'no checking',18.0,b'critical/other existing credit',b'radio/tv',1582.0,b'>=1000',b'>=7',4.0,b'male single',b'none',4.0,b'car',46.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',18.0,b'existing paid',b'furniture/equipment',1924.0,b'no known savings',b'<1',4.0,b'female div/dep/mar',b'none',3.0,b'real estate',27.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',22.0,b'existing paid',b'radio/tv',2675.0,b'500<=X<1000',b'>=7',3.0,b'male single',b'none',4.0,b'car',40.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',24.0,b'delayed previously',b'furniture/equipment',2333.0,b'no known savings',b'<1',4.0,b'male single',b'none',2.0,b'life insurance',29.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'<0',12.0,b'no credits/all paid',b'radio/tv',6199.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',28.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'<0',48.0,b'existing paid',b'used car',10297.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'no known property',39.0,b'stores',b'for free',3.0,b'skilled',2.0,b'yes',b'yes',b'bad'
b'<0',27.0,b'existing paid',b'radio/tv',3416.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'car',27.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
b'0<=X<200',24.0,b'existing paid',b'radio/tv',3092.0,b'100<=X<500',b'<1',3.0,b'male mar/wid',b'none',2.0,b'car',22.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',24.0,b'critical/other existing credit',b'radio/tv',1516.0,b'>=1000',b'1<=X<4',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',43.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',15.0,b'existing paid',b'radio/tv',1979.0,b'no known savings',b'>=7',4.0,b'male single',b'none',2.0,b'car',35.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',30.0,b'critical/other existing credit',b'new car',4249.0,b'<100',b'unemployed',4.0,b'male mar/wid',b'none',2.0,b'car',28.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'bad'
b'no checking',24.0,b'existing paid',b'radio/tv',3430.0,b'500<=X<1000',b'>=7',3.0,b'male single',b'none',2.0,b'car',31.0,b'none',b'own',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'0<=X<200',15.0,b'no credits/all paid',b'new car',1778.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',1.0,b'real estate',26.0,b'none',b'rent',2.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'bad'
b'0<=X<200',21.0,b'existing paid',b'business',1188.0,b'<100',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'life insurance',39.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'bad'
b'0<=X<200',42.0,b'all paid',b'used car',9283.0,b'<100',b'unemployed',1.0,b'male single',b'none',2.0,b'no known property',55.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'<0',15.0,b'existing paid',b'radio/tv',1053.0,b'<100',b'<1',4.0,b'male mar/wid',b'none',2.0,b'real estate',27.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'no',b'good'
b'0<=X<200',18.0,b'critical/other existing credit',b'furniture/equipment',3612.0,b'<100',b'>=7',3.0,b'female div/dep/mar',b'none',4.0,b'life insurance',37.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',21.0,b'critical/other existing credit',b'business',3652.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',3.0,b'life insurance',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',10.0,b'existing paid',b'domestic appliance',1225.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'car',37.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',30.0,b'all paid',b'used car',7485.0,b'no known savings',b'unemployed',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',53.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'no checking',24.0,b'existing paid',b'business',1258.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',1.0,b'real estate',25.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',36.0,b'existing paid',b'used car',8335.0,b'no known savings',b'>=7',3.0,b'male single',b'none',4.0,b'no known property',47.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',48.0,b'all paid',b'business',3609.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',1.0,b'real estate',27.0,b'stores',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',12.0,b'delayed previously',b'repairs',1555.0,b'>=1000',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',55.0,b'none',b'for free',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
b'<0',15.0,b'existing paid',b'new car',3959.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'life insurance',29.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',24.0,b'delayed previously',b'business',6967.0,b'100<=X<500',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',36.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',48.0,b'delayed previously',b'other',7582.0,b'100<=X<500',b'unemployed',2.0,b'male single',b'none',4.0,b'no known property',31.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',24.0,b'all paid',b'education',1837.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',4.0,b'no known property',34.0,b'bank',b'for free',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'<0',48.0,b'existing paid',b'radio/tv',6758.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'car',31.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'<0',24.0,b'all paid',b'furniture/equipment',2483.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',4.0,b'real estate',22.0,b'stores',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',30.0,b'no credits/all paid',b'business',8072.0,b'no known savings',b'<1',2.0,b'male single',b'none',3.0,b'car',25.0,b'bank',b'own',3.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',12.0,b'existing paid',b'repairs',639.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',30.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',24.0,b'existing paid',b'used car',2910.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',1.0,b'no known property',34.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',60.0,b'delayed previously',b'radio/tv',7418.0,b'no known savings',b'1<=X<4',1.0,b'male single',b'none',1.0,b'real estate',27.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',48.0,b'existing paid',b'radio/tv',10222.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',3.0,b'car',37.0,b'stores',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',6.0,b'existing paid',b'repairs',454.0,b'<100',b'<1',3.0,b'male mar/wid',b'none',1.0,b'life insurance',22.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'business',4591.0,b'>=1000',b'1<=X<4',2.0,b'male single',b'none',3.0,b'life insurance',54.0,b'none',b'own',3.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'no checking',48.0,b'critical/other existing credit',b'radio/tv',3578.0,b'no known savings',b'>=7',4.0,b'male single',b'none',1.0,b'real estate',47.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',60.0,b'delayed previously',b'radio/tv',9157.0,b'no known savings',b'1<=X<4',2.0,b'male single',b'none',2.0,b'no known property',27.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'business',4526.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',74.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',36.0,b'delayed previously',b'business',9572.0,b'<100',b'<1',1.0,b'male div/sep',b'none',1.0,b'car',28.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',36.0,b'no credits/all paid',b'radio/tv',3804.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',1.0,b'car',42.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'<0',12.0,b'critical/other existing credit',b'new car',691.0,b'<100',b'>=7',4.0,b'male single',b'none',3.0,b'life insurance',35.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',21.0,b'existing paid',b'used car',2476.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',46.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',9.0,b'existing paid',b'radio/tv',790.0,b'500<=X<1000',b'1<=X<4',4.0,b'female div/dep/mar',b'none',3.0,b'real estate',66.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',60.0,b'existing paid',b'new car',6527.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',34.0,b'none',b'for free',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'0<=X<200',15.0,b'all paid',b'new car',1264.0,b'100<=X<500',b'1<=X<4',2.0,b'male mar/wid',b'none',2.0,b'life insurance',25.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',36.0,b'critical/other existing credit',b'furniture/equipment',7127.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',4.0,b'life insurance',23.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',24.0,b'critical/other existing credit',b'furniture/equipment',2028.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',2.0,b'life insurance',30.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',11.0,b'critical/other existing credit',b'new car',1393.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'car',35.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
b'0<=X<200',9.0,b'existing paid',b'new car',3195.0,b'no known savings',b'1<=X<4',1.0,b'female div/dep/mar',b'none',2.0,b'real estate',33.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'<0',12.0,b'all paid',b'retraining',339.0,b'<100',b'>=7',4.0,b'male mar/wid',b'none',1.0,b'car',45.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'used car',4042.0,b'no known savings',b'4<=X<7',3.0,b'male single',b'none',4.0,b'life insurance',43.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'furniture/equipment',763.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',26.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'radio/tv',2424.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',53.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',36.0,b'existing paid',b'used car',4686.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'no known property',32.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',11.0,b'critical/other existing credit',b'new car',7228.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',4.0,b'life insurance',39.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'new car',7393.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',4.0,b'life insurance',43.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'new car',3527.0,b'no known savings',b'<1',2.0,b'male single',b'none',3.0,b'life insurance',45.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
b'<0',6.0,b'critical/other existing credit',b'new car',609.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',3.0,b'life insurance',37.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'no',b'good'
b'0<=X<200',24.0,b'existing paid',b'used car',4113.0,b'500<=X<1000',b'<1',3.0,b'female div/dep/mar',b'none',4.0,b'car',28.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',12.0,b'critical/other existing credit',b'radio/tv',3573.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',1.0,b'real estate',23.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',15.0,b'critical/other existing credit',b'furniture/equipment',1520.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',63.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',24.0,b'critical/other existing credit',b'radio/tv',3148.0,b'no known savings',b'1<=X<4',3.0,b'male single',b'none',2.0,b'car',31.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',36.0,b'existing paid',b'radio/tv',3595.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'car',28.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',36.0,b'no credits/all paid',b'repairs',2613.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',6.0,b'no credits/all paid',b'radio/tv',426.0,b'<100',b'>=7',4.0,b'male mar/wid',b'none',4.0,b'car',39.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'<0',12.0,b'existing paid',b'new car',1893.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'guarantor',4.0,b'life insurance',29.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'new car',1287.0,b'>=1000',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',37.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',36.0,b'delayed previously',b'business',2145.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',1.0,b'car',24.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'<0',18.0,b'existing paid',b'furniture/equipment',2473.0,b'<100',b'unemployed',4.0,b'male single',b'none',1.0,b'car',25.0,b'none',b'own',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'bad'
b'<0',24.0,b'existing paid',b'furniture/equipment',3149.0,b'<100',b'<1',4.0,b'male single',b'none',1.0,b'no known property',22.0,b'bank',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',18.0,b'existing paid',b'radio/tv',2100.0,b'<100',b'1<=X<4',4.0,b'male single',b'co applicant',2.0,b'real estate',37.0,b'stores',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',30.0,b'existing paid',b'radio/tv',1715.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',1.0,b'car',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',60.0,b'all paid',b'other',14782.0,b'100<=X<500',b'>=7',3.0,b'female div/dep/mar',b'none',4.0,b'no known property',60.0,b'bank',b'for free',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'no checking',24.0,b'delayed previously',b'used car',4679.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',3.0,b'car',35.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
b'no checking',15.0,b'existing paid',b'radio/tv',3568.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'none',2.0,b'car',54.0,b'bank',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'<0',20.0,b'critical/other existing credit',b'new car',2235.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'guarantor',2.0,b'life insurance',33.0,b'bank',b'rent',2.0,b'skilled',1.0,b'none',b'no',b'bad'
b'0<=X<200',27.0,b'existing paid',b'business',2528.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'life insurance',32.0,b'none',b'own',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'no checking',21.0,b'delayed previously',b'used car',2993.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',28.0,b'stores',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',45.0,b'existing paid',b'radio/tv',3031.0,b'100<=X<500',b'1<=X<4',4.0,b'male single',b'guarantor',4.0,b'life insurance',21.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',36.0,b'delayed previously',b'new car',10875.0,b'<100',b'>=7',2.0,b'male single',b'none',2.0,b'car',45.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'no checking',10.0,b'existing paid',b'furniture/equipment',2210.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',25.0,b'bank',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'0<=X<200',24.0,b'critical/other existing credit',b'radio/tv',1216.0,b'100<=X<500',b'<1',4.0,b'male single',b'none',4.0,b'no known property',38.0,b'bank',b'own',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
b'<0',11.0,b'critical/other existing credit',b'new car',3939.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',2.0,b'real estate',40.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
b'no checking',24.0,b'delayed previously',b'business',2375.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',44.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'retraining',937.0,b'<100',b'<1',4.0,b'male mar/wid',b'none',3.0,b'car',27.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',42.0,b'existing paid',b'radio/tv',7166.0,b'no known savings',b'4<=X<7',2.0,b'male mar/wid',b'none',4.0,b'life insurance',29.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',15.0,b'existing paid',b'domestic appliance',1262.0,b'500<=X<1000',b'4<=X<7',4.0,b'male single',b'none',3.0,b'life insurance',36.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',15.0,b'delayed previously',b'used car',3594.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',2.0,b'life insurance',46.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'>=200',36.0,b'existing paid',b'radio/tv',5848.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',1.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',18.0,b'critical/other existing credit',b'radio/tv',1795.0,b'<100',b'>=7',3.0,b'female div/dep/mar',b'guarantor',4.0,b'real estate',48.0,b'bank',b'rent',2.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
b'<0',36.0,b'existing paid',b'furniture/equipment',3959.0,b'<100',b'unemployed',4.0,b'male single',b'none',3.0,b'life insurance',30.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'<0',24.0,b'existing paid',b'new car',1285.0,b'no known savings',b'4<=X<7',4.0,b'female div/dep/mar',b'none',4.0,b'no known property',32.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'>=200',15.0,b'existing paid',b'education',392.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',23.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',48.0,b'existing paid',b'radio/tv',10961.0,b'>=1000',b'4<=X<7',1.0,b'male single',b'co applicant',2.0,b'no known property',27.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',9.0,b'existing paid',b'radio/tv',2753.0,b'100<=X<500',b'>=7',3.0,b'male single',b'co applicant',4.0,b'car',35.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',9.0,b'critical/other existing credit',b'furniture/equipment',1919.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',3.0,b'car',35.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',12.0,b'existing paid',b'used car',2028.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',30.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',18.0,b'existing paid',b'new car',1042.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'life insurance',33.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',6.0,b'existing paid',b'furniture/equipment',428.0,b'<100',b'>=7',2.0,b'female div/dep/mar',b'none',1.0,b'life insurance',49.0,b'bank',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',9.0,b'critical/other existing credit',b'new car',2799.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',36.0,b'none',b'rent',2.0,b'skilled',2.0,b'none',b'yes',b'good'
b'0<=X<200',39.0,b'critical/other existing credit',b'radio/tv',4933.0,b'<100',b'4<=X<7',2.0,b'male single',b'guarantor',2.0,b'real estate',25.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',60.0,b'existing paid',b'new car',10366.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'life insurance',42.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',12.0,b'critical/other existing credit',b'new car',2366.0,b'500<=X<1000',b'4<=X<7',3.0,b'male div/sep',b'none',3.0,b'car',36.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',18.0,b'existing paid',b'used car',3378.0,b'no known savings',b'1<=X<4',2.0,b'male single',b'none',1.0,b'life insurance',31.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',10.0,b'existing paid',b'radio/tv',1924.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',4.0,b'life insurance',38.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'no',b'good'
b'no checking',14.0,b'delayed previously',b'new car',802.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',27.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',48.0,b'no credits/all paid',b'new car',8358.0,b'500<=X<1000',b'<1',1.0,b'female div/dep/mar',b'none',1.0,b'car',30.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',12.0,b'critical/other existing credit',b'domestic appliance',1424.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',3.0,b'life insurance',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',30.0,b'no credits/all paid',b'business',4221.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',1.0,b'car',28.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'all paid',b'business',1559.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',50.0,b'bank',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',12.0,b'existing paid',b'radio/tv',2214.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',3.0,b'life insurance',24.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'radio/tv',3059.0,b'>=1000',b'4<=X<7',2.0,b'male div/sep',b'none',4.0,b'real estate',61.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',12.0,b'critical/other existing credit',b'radio/tv',930.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',65.0,b'none',b'own',4.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',48.0,b'critical/other existing credit',b'education',6110.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',3.0,b'no known property',31.0,b'bank',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'no credits/all paid',b'furniture/equipment',2759.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'life insurance',34.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',12.0,b'existing paid',b'furniture/equipment',1922.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',37.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'no checking',24.0,b'delayed previously',b'furniture/equipment',4151.0,b'100<=X<500',b'1<=X<4',2.0,b'male single',b'none',3.0,b'life insurance',35.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',10.0,b'critical/other existing credit',b'new car',1038.0,b'<100',b'4<=X<7',4.0,b'male single',b'co applicant',3.0,b'life insurance',49.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
